"","Date","ADX","STOCHFK","STOCHFD","STOCHSD","BBandsUp","BbandsDn","BbandsMiddle","PercentB","RSI","SMA","EMA","MACD","Signal"
"10052795","2005-06-01",18.5848646124349,0.400010039152696,0.400010039152695,0.381825229506185,7.70468543683961,7.44841022982705,7.57654783333333,0.795875285338404,54.261544789538,7.4934796,7.54840653992241,0.0160004522611557,-0.281484375069583
"10052794","2005-06-02",19.6670279900348,0.545452263828933,0.460613057591272,0.416170286338944,7.71771663452285,7.45445536547715,7.586086,0.889362249796817,59.6839967273247,7.5021728,7.56098033459942,0.108677625082465,-0.203451975039173
"10052793","2005-06-03",20.3969419650768,0.490558666493032,0.478673656491554,0.446432251078507,7.72803150242029,7.45983616424637,7.59393383333333,0.816918881757555,57.8376037530081,7.5097068,7.5699456233195,0.164657985556804,-0.129829982919978
"10052792","2005-06-06",21.564835654925,0.584909100380268,0.540306676900744,0.493197796994523,7.74566080682014,7.4620075265132,7.60383416666667,0.926503675669656,61.6687213727994,7.5195592,7.58351154021023,0.252275775360689,-0.0534088312638445
"10052791","2005-06-07",22.9059699757202,0.466670756771682,0.514046174548327,0.511008835980208,7.76579149799096,7.45757283534237,7.61168216666667,0.929731170489427,62.879534288508,7.5305704,7.5972006681822,0.3330764813404,0.0238882312570044
"10052790","2005-06-08",22.1806466495462,0.0244091306982694,0.358662995950073,0.471005282466381,7.76842733061283,7.45928366938717,7.6138555,0.593347646912512,49.4289213462478,7.5369452,7.59360991242457,0.270861478813256,0.0732828807682546
"10052789","2005-06-09",21.8938357861079,0.487812268534106,0.326297385334686,0.399668851944362,7.77866119844957,7.4760954682171,7.62737833333333,0.893859321879487,60.2913379397735,7.5496952,7.6088499241013,0.363403302597143,0.131306965134032
"10052788","2005-06-10",21.993653318032,0.756110699616189,0.422777366282855,0.369245915855871,7.79980595727331,7.48803304272669,7.6439195,1.03829938020987,64.981288326609,7.5636044,7.63268326755446,0.514797296416813,0.208005031390589
"10052787","2005-06-13",21.6353690928025,0.642871228554525,0.628931398901607,0.459335383506382,7.80887586855772,7.51083813144228,7.659857,0.952905733704854,62.1084390187976,7.5760644,7.64947483188053,0.596793630633141,0.285762751239099
"10052786","2005-06-14",21.61262067546,0.565238266714681,0.654740064961798,0.56881627671542,7.81521713319439,7.53516453347228,7.67519083333333,0.944496855674692,61.3783686230169,7.5859168,7.66306218762979,0.646403054540179,0.357890811899315
