"","Date","ADX","STOCHFK","STOCHFD","STOCHSD","BBandsUp","BbandsDn","BbandsMiddle","PercentB","RSI","SMA","EMA","MACD","Signal"
"8630324","2018-11-01",25.3469026914008,0.911764705882353,0.862241445597848,0.717237685981909,20.9735159422274,17.3841507244394,19.1788333333334,0.739921717188005,58.3643692601551,19.1848,18.976047826858,-1.16556888122917,-2.3206486299069
"8630323","2018-11-02",23.7392212826926,0.859477124183007,0.891525054466232,0.838542066681111,20.9435836912978,17.3934163087023,19.1685000000001,0.710741237253903,56.3056492426617,19.1764,19.0845747832769,-0.737546002984746,-2.00402810452247
"8630322","2018-11-05",22.408344893892,0.880645161290322,0.883962330451895,0.879242943505327,20.9182081866719,17.4024584799948,19.1603333333334,0.742622504776132,57.3189748864636,19.174,19.1919648121733,-0.353537563294359,-1.67392999627685
"8630321","2018-11-06",21.2288456280843,0.907348242811502,0.882490176094945,0.885992520337692,20.889163589126,17.4141697442074,19.1516666666667,0.771942927721092,58.4601851468953,19.1816,19.2997028372169,-0.00458340405870006,-1.34006067783322
"8630320","2018-11-07",19.7171913622626,0.835443037974684,0.874478814025504,0.880310440190783,20.8571294277418,17.4258705722584,19.1415000000001,0.742428032500066,55.5518061260222,19.1784,19.366409125588,0.185292423271988,-1.03499005761218
"8630319","2018-11-08",18.5549833279728,0.865853658536585,0.869548313107591,0.875505767742682,20.9172645182527,17.4087354817475,19.1630000000001,0.780364408112874,57.8120925908015,19.1684,19.4508879088429,0.413296484632109,-0.745332749163321
"8630318","2018-11-09",17.3379697436316,0.809667673716012,0.836988123409095,0.860338416847398,21.003850466919,17.4111495330811,19.2075000000001,0.734503237401375,55.3855896604088,19.1624,19.5027695209972,0.521015196937258,-0.492063159943205
"8630317","2018-11-12",16.6744915803448,0.74320241691843,0.806241249723677,0.837592562080123,21.038321518405,17.4176784815951,19.2280000000001,0.638649404234626,52.1447320369351,19.1452,19.5184002515309,0.509441982737746,-0.291762131407015
"8630316","2018-11-13",15.5093321808585,0.728971962616823,0.760614017750423,0.8012811302944,21.0823067965732,17.4270265367603,19.2546666666667,0.650102489458549,51.8477126698951,19.1224,19.5292802179934,0.486382399442142,-0.136133225237183
"8630315","2018-11-14",15.617816957245,0.422053231939163,0.631409203824806,0.732754823766304,21.0804230793966,17.4255769206035,19.2530000000001,0.511947607305316,43.2294110151016,19.0808,19.4520428555943,0.197116346974613,-0.0694833107948242
"8630314","2018-11-15",16.0706296619547,0,0.383675064851997,0.591899428809077,21.073736224825,17.4112637751751,19.2425000000001,0.427416973919131,40.7598558262148,19.048,19.3557704748484,-0.123153264248843,-0.080217301485628
"8630313","2018-11-16",16.4910986020422,0.241379310344827,0.221144180761331,0.412076149812713,21.0841718549643,17.4434948117025,19.2638333333334,0.491622437355019,46.9862836816797,19.0612,19.3283344115353,-0.200417598345071,-0.104257360857517
"8630312","2018-11-19",15.9551048268868,0.275862068965518,0.172413793103449,0.259077679572261,21.0770671979004,17.5715994687664,19.3243333333334,0.521585326841761,47.8298736095546,19.0624,19.3125564899973,-0.234006918654905,-0.130207272416994
"8630311","2018-11-20",15.9964557741848,0.103448275862069,0.206896551724139,0.200151508529642,20.98659679964,17.7980698670268,19.3923333333334,0.396817556522746,44.0550751422963,19.0536,19.258882291331,-0.381861325472166,-0.180538083028029
"8630310","2018-11-21",15.4583284544397,0.0977011494252864,0.159003831417626,0.179438058748406,20.7973750783431,18.1602915883237,19.4788333333334,0.371512094851842,43.9306164415889,19.0436,19.2110313191535,-0.497971026282584,-0.24402467167894
"8630309","2018-11-23",15.0166429858837,0.0804597701149429,0.0938697318007672,0.153256704980846,20.5267045186457,18.5892954813544,19.5580000000001,0.236073630559548,43.533281589597,19.0388,19.1655604765997,-0.596149224040443,-0.31444958215124
"8630308","2018-11-26",14.1829737084909,0.339080459770115,0.172413793103449,0.141762452107282,20.3984996978745,18.8355003021257,19.6170000000001,0.414480666447925,50.7316392064745,19.0668,19.1861524130531,-0.479141927523496,-0.347388051225692
"8630307","2018-11-27",13.4088522366261,0.350574712643678,0.256704980842913,0.174329501915712,20.3986851314445,18.8416482018889,19.6201666666667,0.401415311938762,51.0304314453251,19.124,19.206665424646,-0.37372667755502,-0.352655776491557
"8630306","2018-11-28",12.9107748476715,0.166666666666666,0.285440613026821,0.238186462324396,20.3986787715424,18.8129878951244,19.6058333333334,0.290312219774417,46.2023968690293,19.1856,19.1817767013599,-0.419864837439843,-0.366097588681214
"8630305","2018-11-29",12.4482744150709,0.310344827586207,0.275862068965518,0.272669220945086,20.3574150560358,18.8009182772977,19.5791666666667,0.406306691202006,50.1689720607604,19.27,19.1935398078452,-0.347326390362634,-0.362343349017498
"8630304","2018-11-30",12.1092657355018,0.337837837837838,0.271616444030238,0.277639708674194,20.2990109769697,18.7933223563638,19.5461666666667,0.389640750157321,49.5395964704182,19.3488,19.1984011667992,-0.303160373069111,-0.350506753827821
"8630303","2018-12-03",11.4210539561521,0.317567567567567,0.321916744330538,0.289798419108767,20.255929582606,18.7854037507274,19.5206666666667,0.422476710351678,49.042667038904,19.4032,19.1986143445593,-0.277564882327463,-0.335918379527749
"8630302","2018-12-04",12.7838609704956,0,0.218468468468469,0.270667218943084,20.247802219988,18.6541977800121,19.4510000000001,-0.0214593905201434,35.3106313927744,19.3588,19.0547990986181,-0.704984011622689,-0.409731505946737
"8630301","2018-12-06",14.5135435126135,0,0.105855855855857,0.215413689551623,20.3333276639068,18.3490056694266,19.3411666666667,-0.226276617744321,32.0855966980403,19.2936,18.8821592188023,-1.18717355169061,-0.565219915095512
"8630300","2018-12-07",15.1349015588986,0.0873786407766989,0.0291262135922341,0.117816845972189,20.3241881334499,18.1761451998835,19.2501666666667,-0.0106198373383202,35.2690296884634,19.2164,18.7565379896287,-1.47951499043117,-0.748078930162645
"8630299","2018-12-10",16.1993116089198,0,0.0291262135922341,0.0547027610134435,20.3061525709255,17.9551807624079,19.1306666666667,-0.0844391646986376,32.0348023004696,19.1216,18.5996662576782,-1.84904612266423,-0.968272368662963
"8630298","2018-12-11",17.1385675294353,0,0.0291262135922341,0.0291262135922359,20.2550278073664,17.7776388593003,19.0163333333334,-0.00577443682316473,32.0348023004696,19.0332,18.4637107566544,-2.12190856203707,-1.19899960733778
"8630297","2018-12-12",17.5364690656875,0,1.0870933782788e-15,0.0194174757281583,20.2202733870588,17.619393279608,18.9198333333334,0.0694406173797187,31.6606710277326,18.9392,18.3405493224338,-2.33249679924218,-1.42569904571866
"8630296","2018-12-13",17.905949063636,0.030701754385965,0.0102339181286561,0.0131200439069656,20.1398795563178,17.5004537770157,18.8201666666667,0.117277866046367,33.1324417521916,18.8436,18.2431427461093,-2.44328649804234,-1.6292165361834
"8630295","2018-12-14",18.2490376331595,0.0570175438596502,0.0292397660818728,0.0131578947368452,20.1174793537432,17.3728539795902,18.7451666666667,0.154415495487149,34.4358303250966,18.7584,18.1667237132948,-2.47792681550717,-1.79895859204815
"8630294","2018-12-17",18.1992924026256,0.030701754385965,0.0394736842105278,0.0263157894736875,20.1136897086729,17.2589769579939,18.6863333333334,0.189519257892902,33.7278330802036,18.6628,18.0924938848555,-2.50476430825169,-1.94011973528886
