"","Date","ADX","STOCHFK","STOCHFD","STOCHSD","BBandsUp","BbandsDn","BbandsMiddle","PercentB","RSI","SMA","EMA","MACD","Signal"
"11037895","2012-06-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11037894","2012-06-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11037893","2012-06-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11037892","2012-06-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11037891","2012-06-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11037890","2012-06-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11037889","2012-06-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11037888","2012-06-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11037887","2012-06-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11037886","2012-06-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11037885","2012-07-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11037884","2012-07-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11037883","2012-07-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11037882","2012-07-06",NA,0.788461538461539,NA,NA,NA,NA,NA,NA,NA,NA,24.6785785714286,NA,NA
"11037881","2012-07-09",NA,0.727272727272732,NA,NA,NA,NA,NA,NA,76.3088660878717,NA,24.7014347619048,NA,NA
"11037880","2012-07-10",NA,0.285714285714281,0.600482850482851,NA,NA,NA,NA,NA,64.4412352810486,NA,24.7039101269841,NA,NA
"11037879","2012-07-11",NA,0.400000000000004,0.470995670995672,NA,NA,NA,NA,NA,66.1839001136436,NA,24.7113887767196,NA,NA
"11037878","2012-07-12",NA,0.657142857142862,0.447619047619049,0.506365856365858,NA,NA,NA,NA,69.7733243348697,NA,24.729870273157,NA,NA
"11037877","2012-07-13",NA,0.799999999999998,0.619047619047622,0.512554112554115,NA,NA,NA,NA,71.5782693216092,NA,24.752554236736,NA,NA
"11037876","2012-07-16",NA,0.685714285714285,0.714285714285715,0.593650793650795,24.9831420648761,24.5608346017905,24.7719883333333,0.779444899705106,68.0760556544599,NA,24.7668803385046,NA,NA
"11037875","2012-07-17",NA,0.558823529411769,0.681512605042017,0.671615312791785,24.9690059450392,24.6093373882941,24.7891716666667,0.706194467867329,64.6685301253553,NA,24.7739629600373,NA,NA
"11037874","2012-07-18",NA,0.636363636363642,0.626967150496566,0.674255156608099,24.969370336611,24.6343063300557,24.8018383333333,0.733273837647416,66.0414336725942,NA,24.7841012320323,NA,NA
"11037873","2012-07-19",NA,0.161290322580648,0.452159162785353,0.586879639441312,24.9692077533586,24.6411289133081,24.8051683333333,0.463926353805164,55.2516021828984,NA,24.7742210677613,NA,NA
"11037872","2012-07-20",NA,0,0.26588465298143,0.44833698875445,24.9752491564254,24.6290875102413,24.8021683333333,0.0507830853567129,44.6014186733113,NA,24.7403249253932,NA,NA
"11037871","2012-07-23",NA,0.511111111111113,0.224133811230587,0.314059208999124,24.9754103458075,24.6295929875258,24.8025016666667,0.444570933545451,55.7267414691709,24.723604,24.7416149353407,NA,NA
"11037870","2012-07-24",NA,0.4,0.303703703703704,0.264574055971907,24.9724788247519,24.6385245085814,24.8055016666667,0.33380461344799,53.224372317602,24.733604,24.7360662772953,0.0654834951788086,NA
"11037869","2012-07-25",NA,0.666666666666669,0.525925925925927,0.35125448028674,24.9674709758778,24.6608656907889,24.8141683333333,0.562507076466226,58.0886193354898,24.745204,24.7472574403226,0.0867805897691198,NA
"11037868","2012-07-26",25.3686638727654,0.640000000000002,0.56888888888889,0.466172839506174,24.9632191355724,24.6796508644276,24.821435,0.537257341794097,57.4452874342835,24.75072,24.7553564482796,0.0985984034634901,NA
"11037867","2012-07-27",26.3791376567827,0.466666666666669,0.591111111111113,0.561975308641977,24.956893318178,24.694976681822,24.825935,0.350073161141342,53.3122522394065,24.75352,24.751975588509,0.0815961995104031,NA
"11037866","2012-07-30",26.4790665419909,0.711111111111113,0.605925925925928,0.588641975308644,24.9577998660176,24.7097368006491,24.8337683333333,0.686370617479841,57.9112527895834,24.75792,24.7637121767078,0.102787333660159,NA
"11037865","2012-07-31",26.304303620855,0.847826086956521,0.675201288244768,0.624079441760603,24.970642588497,24.708557411503,24.8396,0.85764454292455,60.5728708304242,24.76832,24.7832172198134,0.14073656181457,NA
"11037864","2012-08-01",25.8708946139161,0.808958333333335,0.78929851046699,0.690141908212562,24.9799304732052,24.7054895267948,24.84271,0.850372886860885,60.4728533848813,24.779852,24.7998949238383,0.168280459632175,NA
"11037863","2012-08-02",25.4684433931872,0.854166666666666,0.836983695652174,0.767161164787978,24.9930186126054,24.7030680540613,24.8480433333333,0.851634662056288,61.3501390493071,24.791852,24.8172422673265,0.194887399862442,NA
"11037862","2012-08-03",24.2682715830622,0.811320754716979,0.824815251572327,0.817032485897164,25.0077167825415,24.6970365507919,24.8523766666667,0.921515929511101,62.1832159765456,24.804252,24.8349432983497,0.219902907234126,0.128783705569477
"11037861","2012-08-06",23.3505381977978,0.777358490566034,0.814281970649893,0.825360305958131,25.0171284844278,24.6947581822389,24.8559433333333,0.806242022490931,60.910715181716,24.815132,24.847884191903,0.231185083856311,0.149263981226844
"11037860","2012-08-07",22.6495594234517,0.615625000000002,0.734768081761005,0.791288434661075,25.0355142265851,24.6966391067482,24.8660766666667,0.883395905240509,59.5973174004231,24.820892,24.8566996329826,0.231595105660487,0.165730206113573
"11037859","2012-08-08",22.5109653574562,0.685714285714287,0.692899258760108,0.747316437057002,25.0691482442569,24.6876717557431,24.87841,1.01097076544008,63.6321944488933,24.827292,24.8758063485849,0.256843684488728,0.183952901788604
"11037858","2012-08-09",22.3822708676032,0.596153846153851,0.632497710622714,0.686721683714609,25.0898891301858,24.6832642031475,24.8865766666667,0.877309218229236,64.0813802047873,24.836092,24.8936988354403,0.276861131200379,0.202534547670959
"11037857","2012-08-10",22.3521483689467,0.577115384615386,0.619661172161175,0.648352713847999,25.1054286467265,24.6790646866069,24.8922466666667,0.838881050420221,63.248506724225,24.841696,24.9078856573816,0.286182763973386,0.219264190931444
"11037856","2012-08-13",21.6406295248679,0.448979591836734,0.540749607535324,0.597636163439737,25.1137491979355,24.6800774687311,24.8969133333333,0.699275152564241,59.0647829423434,24.845696,24.913500903064,0.274164988682357,0.230244350481627
"11037855","2012-08-14",21.4666245549224,0.408163265306122,0.478086080586081,0.546165620094193,25.122741762616,24.683418237384,24.90308,0.690262214213404,57.4315789352684,24.854096,24.9157007826555,0.255218204828189,0.235239121350939
"11037854","2012-08-15",21.3050485114016,0.448979591836734,0.435374149659863,0.484736612593756,25.1303414536384,24.686151879695,24.9082466666667,0.669041938558058,58.6625289328356,24.861696,24.9202740116348,0.243865460111103,0.236964389102972
"11037853","2012-08-16",22.3186594835148,0.344736842105265,0.40062656641604,0.438028932220661,25.1438103461166,24.6977496538834,24.92078,0.776240435764696,59.9714011258102,24.866536,24.9270374767501,0.238907382525166,0.237352987787411
"11037852","2012-08-17",23.2598696719056,0.358357394931022,0.38402460962434,0.406675108566748,25.1346724448725,24.7488875551275,24.94178,0.823720990599748,62.9215024580577,24.871336,24.9394324798501,0.247965163126751,0.239475422855279
"11037851","2012-08-20",24.2095461178781,0.422842476740453,0.37531223792558,0.386654471321987,25.1446590126771,24.7689076539895,24.9567833333333,0.836969284978551,64.0906224393495,24.87854,24.9528548158701,0.258640825901457,0.243308503464515
"11037850","2012-08-21",24.5982063192688,0.313725490196081,0.364975120622519,0.37477065605748,25.1404186127552,24.8048147205781,24.9726166666667,0.780241088355319,60.9893081263256,24.88614,24.9604741737541,0.254417872360269,0.245530377243665
"11037849","2012-08-22",25.2981795476401,0.57450980392157,0.437025923619368,0.392437760722489,25.1565352051452,24.8186847948548,24.98761,0.930930363159531,65.7246780940748,24.895732,24.9777176172535,0.273686546102647,0.251161611015462
"11037848","2012-08-23",25.9481546882705,0.57516339869281,0.487799564270154,0.42993353617068,25.1670903848021,24.8382629485313,25.0026766666667,0.897341134755726,65.7359039981936,24.910932,24.9926886016197,0.285692567955453,0.25806780240346
"11037847","2012-08-24",28.0908299958538,0.35431654676259,0.50132991645899,0.475385134782837,25.186506907374,24.8632464259593,25.0248766666667,1.13660735484712,66.959560669036,24.934572,25.0084634547371,0.298512253390792,0.266156692600927
"11037846","2012-08-27",30.4004273987343,0.29032258064516,0.40660084203352,0.465243440920888,25.2204952596922,24.8669247403078,25.04371,1.10230323228707,66.8371544047073,24.948972,25.0220016607722,0.304804594023511,0.273886272885444
"11037845","2012-08-28",31.6753722275693,0.193548387096775,0.279395838168175,0.395775532220228,25.2239585836597,24.881128083007,25.0525433333333,0.667594967650986,59.7763180928514,24.962972,25.0257347726692,0.287119292006066,0.276532876709568
"11037844","2012-08-29",31.0626178278337,0,0.161290322580645,0.282429000927447,25.2210080609464,24.889525272387,25.0552666666667,0.313162747898631,46.5394763509225,24.966172,25.0089701363133,0.222169106021064,0.265660122571867
"11037843","2012-08-30",30.4936315995077,0.0230769230769239,0.0722084367245663,0.170964865824462,25.2198718222949,24.8923281777051,25.0561,0.226957506852675,47.7846728808716,24.970452,24.9964407848049,0.17352414292604,0.247232926642702
"11037842","2012-08-31",30.1732786796491,0.153846153846156,0.0589743589743596,0.0974910394265238,25.2193509764961,24.8978490235039,25.0586,0.421410534425952,54.2829108846864,24.981252,24.9969153468309,0.160559849608766,0.229898311235915
"11037841","2012-09-04",29.3030391701453,0.0769230769230778,0.0846153846153856,0.0719327267714373,25.2176944940962,24.9020388392372,25.0598666666667,0.246981669939181,50.3161097538206,24.985652,24.9906599672534,0.132614376420581,0.210441524272848
"11037840","2012-09-05",28.8706615575328,0.0769230769230778,0.102564102564104,0.082051282051283,25.2176741311003,24.9021258688997,25.0599,0.299608044448193,50.3161097538206,24.987252,24.9852386382863,0.109207755720142,0.190194770562307
"11037839","2012-09-06",27.9014567917236,0.000153846153845795,0.0513333333333336,0.0795042735042744,25.2180767925959,24.8898498740708,25.0539633333333,0.197272442553307,46.3921736288557,24.986924,24.9738868198481,0.0736857723338646,0.166892970916618
"11037838","2012-09-07",25.9944259850417,0,0.0256923076923077,0.0598632478632484,25.2286264143892,24.8619669189442,25.0452966666667,0.0128177444765413,39.7032116477263,24.981724,24.9507019105351,0.0130073644866391,0.136115849630623
"11037837","2012-09-10",24.7398722584038,0.0799999999999983,0.0267179487179479,0.0345811965811965,25.2302889997757,24.8492976668909,25.0397933333333,0.203072860450407,44.8372787974305,24.978124,24.9386083224637,-0.0155221209167333,0.105788255521151
"11037836","2012-09-11",23.57492951224,0.12,0.0666666666666659,0.0396923076923073,25.2315957794427,24.8436575538907,25.0376266666667,0.248344813074934,47.2555170736462,24.976444,24.9321272128019,-0.0281068956621722,0.0790092252844866
"11037835","2012-09-12",23.0047342544258,0.154933333333332,0.11831111111111,0.0705652421652414,25.231659934188,24.8426733991454,25.0371666666667,0.346524250528453,49.344083563748,24.976532,24.9300035844283,-0.0292637843492205,0.0573546233577452
"11037834","2012-09-13",22.4752672293126,0.160000000000001,0.144977777777778,0.109985185185185,25.2317169681289,24.8419496985378,25.0368333333333,0.345634378869714,49.6554634833966,24.973332,24.9286697731712,-0.0286207531400517,0.0401595480581858
"11037833","2012-09-14",21.9786296126468,0.159466666666665,0.158133333333333,0.140474074074074,25.2309848050964,24.8322551949036,25.03162,0.269551434561724,49.6208865858421,24.969716,24.9274604700817,-0.0279189169745342,0.0265438550516418
"11037832","2012-09-17",20.7902664362915,0.139999999999996,0.153155555555554,0.152088888888888,25.2294448017061,24.8178085316272,25.0236266666667,0.216189570359555,44.6487873460263,24.96412,24.9184924074041,-0.0460665375446312,0.0120217765323872
"11037831","2012-09-18",19.6867863439616,0.39473684210526,0.23140116959064,0.180896686159842,25.2231169491432,24.8124630508568,25.01779,0.375507492935829,52.4120893502654,24.96412,24.9226934197503,-0.0310127134967253,0.00341487852656472
"11037830","2012-09-19",18.3379539346817,0.380000000000002,0.304912280701753,0.229823001949316,25.2181240489551,24.8050559510449,25.01159,0.333142928049766,49.4196207833529,24.96348,24.9215342971169,-0.0303896644269552,-0.00334603006413927
"11037829","2012-09-20",17.0854666974933,0.533333333333333,0.436023391812865,0.324112280701753,25.2029347110926,24.8042586222407,25.0035966666667,0.424090422827978,53.1040756373949,24.96388,24.9266630575013,-0.014831125680137,-0.00564304918733882
"11037828","2012-09-21",16.3005712393799,0.433333333333329,0.448888888888888,0.396608187134502,25.1857788205293,24.803414512804,24.9945966666667,0.392083720944498,50.5194486937322,24.96224,24.9271079831678,-0.012074823338204,-0.00692940401751185
"11037827","2012-09-24",15.5968446670929,0.433333333333329,0.466666666666663,0.450526315789472,25.1394528279412,24.8243405053922,24.9818966666667,0.483402743638506,50.5194486937322,24.95864,24.9274935854121,-0.00977773368546764,-0.00749906995110301
"11037826","2012-09-25",14.9433842785406,0.433333333333329,0.433333333333329,0.449629629629627,25.0614258027933,24.8720341972067,24.96673,0.429264728364351,50.5194486937322,24.954236,24.9278277740238,-0.00786660128541117,-0.00757257621796464
"11037825","2012-09-26",14.3365996320278,0.566666666666659,0.477777777777772,0.459259259259255,25.028992308474,24.8914676915261,24.96023,0.643756081192916,54.2292514181197,24.952636,24.9334507374873,0.00651952132451061,-0.00475415670946959
"11037824","2012-09-27",13.8303695866721,0.166666666666662,0.388888888888883,0.433333333333328,25.0251842130163,24.8892757869837,24.95723,0.324170823220783,47.5153772183853,24.945044,24.9289906391557,-0.00468201048209327,-0.00473972746399432
"11037823","2012-09-28",13.3602988302703,0.249374478732286,0.327569270688535,0.398078645785064,25.0241879409145,24.8882720590856,24.95623,0.429637852437432,49.4413566335259,24.938244,24.9277918872682,-0.00700565412203868,-0.0051929127956032
"11037822","2012-10-01",12.8829818170745,0.207673060884073,0.207904735427673,0.308120965001697,25.0109570418277,24.8945029581723,24.95273,0.591051623099013,48.483353563815,24.930204,24.9254196356325,-0.0119468959284386,-0.00654370942217027
"11037821","2012-10-02",12.4397588762498,0.582245430809401,0.34643099014192,0.293968332086043,25.0188323627424,24.890560970591,24.9546966666667,1.00390555199081,56.1666133459014,24.925564,24.9345636842148,0.011197466131585,-0.00299547431141921
"11037820","2012-10-03",11.6540551524744,0.523355576739748,0.437758022811074,0.330697916126889,25.0182445087262,24.8908154912738,24.95453,0.804509397538186,53.7022374463802,24.922364,24.9392885263195,0.0215197480016416,0.00190757015119294
"11037819","2012-10-04",11.7464587997266,0.624687239366143,0.576762748971764,0.453650587308253,25.0326080633957,24.8849919366043,24.9588,1.05007540005944,57.0821113389631,24.926764,24.9487167228102,0.0421501086385057,0.00995607784865549
"11037818","2012-10-05",11.8322621864607,0.810000000000001,0.652680938701964,0.555733903494934,25.0466744918595,24.8917255081405,24.9692,1.1806541361892,61.0617609477491,24.932644,24.9638211597689,0.0744421358015224,0.0228532894392289
"11037817","2012-10-08",12.8629067391253,0.357142857142861,0.597276698836335,0.608906795503354,25.0601971488319,24.8915361845014,24.9758666666667,0.998831093888887,54.5650429229646,24.932644,24.968645005133,0.0790705066092912,0.0340967328732413
"11037816","2012-10-09",15.356132471971,0.374999999999999,0.51404761904762,0.588001752195306,25.1087485520847,24.8669847812486,24.9878666666667,1.29471515797786,60.4171790021469,24.937844,24.983492337782,0.107338749290276,0.0487451361566482
"11037815","2012-10-10",17.8917881620036,0.634615384615384,0.455586080586081,0.522303466156679,25.1832569309315,24.8240630690685,25.00366,1.30645401853743,68.5871063345883,24.949044,25.0163600260777,0.176081271248618,0.0742123631750422
"11037814","2012-10-11",18.5185927660627,0.403846153846153,0.471153846153845,0.480262515262516,25.2078135241332,24.8195064758668,25.01366,0.91978807079197,58.2321363377927,24.95744,25.028845355934,0.189610424229558,0.0972919753859454
"11037813","2012-10-12",19.1006256126889,0.403846153846153,0.48076923076923,0.469169719169719,25.2238684983558,24.8244781683109,25.0241733333333,0.815046853168761,58.2321363377927,24.96984,25.0396659751428,0.198032235115742,0.117440027331905
"11037812","2012-10-15",20.6290150826835,0.230769230769231,0.346153846153845,0.432692307692307,25.2339802485251,24.8376864181416,25.0358333333333,0.762852102859806,51.4726523691123,24.97624,25.0370438451238,0.173698679385659,0.128691757742655
"11037811","2012-10-16",22.0482338762499,0.271346153846155,0.30198717948718,0.376303418803418,25.2427376797831,24.8446689868836,25.0437033333333,0.701883078892691,52.8543625591281,24.982284,25.0375846657739,0.159377102963854,0.134828826786895
"11037810","2012-10-17",23.7597406223768,0.647058823529406,0.383058069381597,0.343733031674208,25.2787494550874,24.8423905449126,25.06057,1.00286586313116,63.4259550041297,24.995236,25.0645733770041,0.209663830887941,0.149795827607104
"11037809","2012-10-18",24.0482186408808,0.450980392156862,0.456461789844141,0.38050234623764,25.2937355510253,24.8497344489747,25.071735,0.781301854334293,56.5591928744405,25.004036,25.0746302600702,0.21480484738432,0.162797631562547
"11037808","2012-10-19",25.1842089913822,0,0.366013071895422,0.40184431037372,25.3553275805711,24.7521424194289,25.053735,-0.26328413947519,28.5742704101008,24.979252,24.9713462253942,-0.051369669282797,0.119964171393479
"11037807","2012-10-22",26.2390571739907,0.428571428571429,0.293183940242763,0.371886267327442,25.3600587068562,24.7350779598105,25.0475683333333,0.189214426335272,45.2460804404484,24.976044,24.9458333953416,-0.106449283998966,0.0746814803149896
"11037806","2012-10-23",27.3107175064703,0.401785714285713,0.276785714285714,0.3119942421413,25.3654683341867,24.7176649991467,25.0415666666667,0.178503250289952,44.5462324063206,24.968044,24.9197222759627,-0.158052890003346,0.0281346062513224
"11037805","2012-10-24",28.3695904876417,0.383928571428571,0.404761904761904,0.32491051976346,25.3710439301329,24.6957560698672,25.0334,0.179050452279613,44.0569822710312,24.960684,24.894425972501,-0.203155404698629,-0.0181233959386679
"11037804","2012-10-25",28.6566378479876,0.508928571428571,0.431547619047618,0.371031746031745,25.3709943947614,24.6964722719053,25.0337333333333,0.361037421669052,48.3346047693325,24.957084,24.8911691761676,-0.191335048573926,-0.0527657264657196
"11037803","2012-10-26",28.1403244054983,0.580357142857141,0.491071428571427,0.442460317460317,25.3728063238844,24.7029936761156,25.0379,0.488205657169471,50.6564516563364,24.957884,24.8990132860119,-0.154251305169273,-0.0730628422064303
"11037802","2012-10-31",27.3885272324682,0.669642857142857,0.586309523809523,0.50297619047619,25.3797102071395,24.7107564595272,25.0452333333333,0.596817854594336,53.4712659874138,24.962684,24.919144847877,-0.0914155877148271,-0.0767333913081096
"11037801","2012-11-01",26.6904298575117,0.722222222222221,0.657407407407406,0.578262786596119,25.3854624365585,24.7144042301081,25.0499333333333,0.59447764648517,54.3132723385342,24.968684,24.9405922014934,-0.0315771109618113,-0.06770213523885
"11037800","2012-11-02",25.9663972707931,0.777777777777779,0.723214285714285,0.655643738977072,25.3956658309459,24.7205341690541,25.0581,0.645996214116892,56.0272016818218,24.975484,24.9671799079609,0.0347999863171466,-0.0472017109276506
"11037799","2012-11-05",25.1353783773412,0.787037037037036,0.762345679012345,0.714322457378012,25.4055112644402,24.7236887355598,25.0646,0.654585681076077,56.3213090525503,24.985484,24.9915559202328,0.0895398845114359,-0.0198533918398333
"11037798","2012-11-06",24.1197514025704,0.783018867924528,0.782611227579781,0.756057064102137,25.41300096503,24.72539903497,25.0692,0.641748681040142,55.521479377406,24.993884,25.0100151308684,0.124976947914068,0.00911267611094699
"11037797","2012-11-07",23.3750006291789,0.754716981132077,0.774924295364547,0.773293733985558,25.4183386729353,24.7280613270647,25.0732,0.596772696365603,54.2763587733685,25.001484,25.0220131134193,0.141723900582202,0.0356349210051981
"11037796","2012-11-08",22.6834463396011,0.851569462323003,0.796435103793202,0.784656875579177,25.4183386729353,24.7280613270647,25.0732,0.654720418740219,56.38314012475,25.008124,25.0404113649634,0.172327116531346,0.0629733601104276
"11037795","2012-11-09",22.5208206496755,0.840425531914895,0.815570658456658,0.795643352538136,25.3970127517902,24.7337205815431,25.0653666666667,0.607494107722442,53.2976900942088,25.012924,25.0470231829683,0.172023022072909,0.0847832925029239
"11037794","2012-11-12",22.1687778305412,0.769230769230767,0.820408587822888,0.810804783357583,25.3962443993052,24.7338222673615,25.0650333333333,0.658458876303931,54.8191831390612,25.017724,25.0580867585725,0.182550970819872,0.104336828166314
"11037793","2012-11-13",21.8418809270593,0.865384615384615,0.825013638843425,0.820330961707657,25.4024444351873,24.7329555648127,25.0677,0.702592364616037,56.7173741268016,25.022444,25.0743418574295,0.20461004331378,0.124391471195807
"11037792","2012-11-14",22.0484342286171,0.73076923076923,0.788461538461537,0.81129458837595,25.4037369316972,24.7329964016361,25.0683666666667,0.626675909474142,53.3387390094044,25.026844,25.0790962764389,0.197277661251438,0.138968709206933
"11037791","2012-11-15",23.8828560944253,0,0.532051282051281,0.715175486452081,25.3985143553353,24.7178123113314,25.0581633333333,0.297028179141857,40.9532286857039,25.014844,25.0392167729137,0.084253312825755,0.128025629930697
"11037790","2012-11-16",25.5862478269616,0.340425531914895,0.357064920894708,0.559192580469175,25.3703861048863,24.720607228447,25.0454966666667,0.47102091083171,47.3381821212681,25.003244,25.0259878698586,0.0456457157527401,0.111549647095106
"11037789","2012-11-19",26.2380611433083,0.68627450980392,0.342233347239605,0.410449850061865,25.3685332408056,24.7211300925278,25.0448316666667,0.713934187739282,53.7358859420051,25.004044,25.0398561538774,0.0754275059361653,0.104325218863318
"11037788","2012-11-20",26.1818825822754,0.725000000000003,0.583900013906272,0.427732760680195,25.3393336492372,24.8163630174295,25.0778483333333,0.836191599756962,55.8778169375371,25.007664,25.0612753333604,0.120325261166054,0.107525227323865
"11037787","2012-11-21",26.1308427917347,0.724655172413791,0.711976560739238,0.546036640628372,25.3457756135909,24.8482710530758,25.0970233333333,0.781022549532497,55.8699144322739,25.014876,25.079811955579,0.154022858129355,0.116824753484963
"11037786","2012-11-23",25.6930500577704,0.70689655172414,0.718850574712644,0.671575716452718,25.3423923402388,24.8926543264278,25.1175233333333,0.779666523185045,55.4351018276121,25.020832,25.0945036948352,0.175360894859677,0.128531981759906
"11037785","2012-11-26",25.3527680349905,0.689655172413793,0.707068965517241,0.712632033656374,25.3187110911979,24.9563355754687,25.1375233333333,0.718401436901923,54.9876597586878,25.018432,25.1059032021905,0.1868805266795,0.140201690743825
"11037784","2012-11-27",23.7967842048592,0.588647512263487,0.661733078800473,0.695884206343453,25.3253718252037,24.9854581747963,25.155415,0.918983860055662,55.7568133004248,25.020832,25.1184494418984,0.200111712561846,0.152183695107429
"11037783","2012-11-28",22.6224594125746,0.434477925718288,0.570926870131856,0.646576304816524,25.322794431519,25.0027022351477,25.1627483333333,0.543482263832467,50.6322586895547,25.052432,25.1146561829786,0.173257300820073,0.156398416249958
"11037782","2012-11-29",22.1514524406671,0.294323756131741,0.439149731371172,0.557269893434501,25.3239594606309,24.9982038727024,25.1610816666667,0.240864000102658,46.452428812245,25.060832,25.0980353585815,0.118470886097133,0.148812910219393
"11037781","2012-11-30",21.7140888238958,0.308339173090398,0.345713618313476,0.451930073272168,25.3255843479305,24.9919123187362,25.1587483333333,0.224035404199118,46.9242873547604,25.070832,25.0849639774373,0.0773596277721555,0.134522253729945
"11037780","2012-12-03",21.3079654654653,0.322354590049055,0.308339173090398,0.364400840925015,25.3258548358584,24.982638497475,25.1542466666667,0.244728547172307,47.4232300060959,25.082032,25.0749687804456,0.0474389589258717,0.117105594769131
"11037779","2012-12-04",21.3725778246471,0.227049754730202,0.285914505956551,0.313322432453475,25.3311468845877,24.9591464487457,25.1451466666667,0.0775632189490005,44.3688269920917,25.084912,25.0572396097196,0.00180278007564372,0.0940450318304333
